code,year,population_total
AKR_A_DHE,1884,6700
AKR_A_DHE,1885,6748
AKR_A_DHE,1886,6795
AKR_A_DHE,1887,6843
AKR_A_DHE,1888,6892
AKR_A_DHE,1889,6940
AKR_A_DHE,1890,6989
AKR_A_DHE,1891,7039
AKR_A_DHE,1892,7088
AKR_A_DHE,1893,7138
AKR_A_DHE,1894,7189
AKR_A_DHE,1895,7240
AKR_A_DHE,1896,7291
AKR_A_DHE,1897,7342
AKR_A_DHE,1898,7394
AKR_A_DHE,1899,7446
AKR_A_DHE,1900,7499
AKR_A_DHE,1901,7552
AKR_A_DHE,1902,7605
AKR_A_DHE,1903,7659
AKR_A_DHE,1904,7713
AKR_A_DHE,1905,7767
AKR_A_DHE,1906,7822
AKR_A_DHE,1907,7878
AKR_A_DHE,1908,7933
AKR_A_DHE,1909,7989
AKR_A_DHE,1910,8046
AKR_A_DHE,1911,8102
AKR_A_DHE,1912,8160
AKR_A_DHE,1913,8217
AKR_A_DHE,1914,8275
AKR_A_DHE,1915,8334
AKR_A_DHE,1916,8393
AKR_A_DHE,1917,8452
AKR_A_DHE,1918,8512
AKR_A_DHE,1919,8572
AKR_A_DHE,1920,8632
AKR_A_DHE,1921,8693
AKR_A_DHE,1922,8755
AKR_A_DHE,1923,8816
AKR_A_DHE,1924,8879
AKR_A_DHE,1925,8941
AKR_A_DHE,1926,9004
AKR_A_DHE,1927,9068
AKR_A_DHE,1928,9132
AKR_A_DHE,1929,9197
AKR_A_DHE,1930,9262
AKR_A_DHE,1931,9327
AKR_A_DHE,1932,9393
AKR_A_DHE,1933,9459
AKR_A_DHE,1934,9526
AKR_A_DHE,1935,9593
AKR_A_DHE,1936,9661
AKR_A_DHE,1937,9729
AKR_A_DHE,1938,9798
AKR_A_DHE,1939,9867
AKR_A_DHE,1940,9937
AKR_A_DHE,1941,10007
AKR_A_DHE,1942,10078
AKR_A_DHE,1943,10149
AKR_A_DHE,1944,10220
AKR_A_DHE,1945,10293
AKR_A_DHE,1946,10365
AKR_A_DHE,1947,10439
AKR_A_DHE,1948,10512
AKR_A_DHE,1949,10586
AKR_A_DHE,1950,10661
AKR_A_DHE,1951,10737
AKR_A_DHE,1952,10812
AKR_A_DHE,1953,10889
AKR_A_DHE,1954,10966
AKR_A_DHE,1955,11043
AKR_A_DHE,1956,11121
AKR_A_DHE,1957,11200
AKR_A_DHE,1958,11279
AKR_A_DHE,1959,11358
AKR_A_DHE,1960,11439
AKR_A_DHE,1961,11519
AKR_A_DHE,1962,11601
AKR_A_DHE,1963,11683
AKR_A_DHE,1964,11765
AKR_A_DHE,1965,11848
AKR_A_DHE,1966,11932
AKR_A_DHE,1967,12016
AKR_A_DHE,1968,12101
AKR_A_DHE,1969,12186
AKR_A_DHE,1970,12272
AKR_A_DHE,1971,12359
AKR_A_DHE,1972,12446
AKR_A_DHE,1973,12534
AKR_A_DHE,1974,12623
AKR_A_DHE,1975,12712
AKR_A_DHE,1976,12802
AKR_A_DHE,1977,12892
AKR_A_DHE,1978,12983
AKR_A_DHE,1979,13075
AKR_A_DHE,1980,13167
AKR_A_DHE,1981,13260
AKR_A_DHE,1982,13354
AKR_A_DHE,1983,13448
AKR_A_DHE,1984,13543
AKR_A_DHE,1985,13639
AKR_A_DHE,1986,13735
AKR_A_DHE,1987,13832
AKR_A_DHE,1988,13930
AKR_A_DHE,1989,14028
AKR_A_DHE,1990,14127
AKR_A_DHE,1991,14227
AKR_A_DHE,1992,14327
AKR_A_DHE,1993,14429
AKR_A_DHE,1994,14531
AKR_A_DHE,1995,14633
AKR_A_DHE,1996,14736
AKR_A_DHE,1997,14841
AKR_A_DHE,1998,14945
AKR_A_DHE,1999,15051
AKR_A_DHE,2000,15157
AKR_A_DHE,2001,15264
AKR_A_DHE,2002,15372
AKR_A_DHE,2003,15481
AKR_A_DHE,2004,15590
AKR_A_DHE,2005,15700
AKR_A_DHE,2006,15700
AKR_A_DHE,2007,15700
AKR_A_DHE,2008,15700
ALA,1700,2919
ALA,1701,2945
ALA,1702,2972
ALA,1703,2998
ALA,1704,3025
ALA,1705,3052
ALA,1706,3080
ALA,1707,3107
ALA,1708,3135
ALA,1709,3164
ALA,1710,3192
ALA,1711,3221
ALA,1712,3249
ALA,1713,3279
ALA,1714,3308
ALA,1715,3338
ALA,1716,3368
ALA,1717,3398
ALA,1718,3429
ALA,1719,3459
ALA,1720,3490
ALA,1721,3522
ALA,1722,3553
ALA,1723,3585
ALA,1724,3617
ALA,1725,3650
ALA,1726,3683
ALA,1727,3716
ALA,1728,3749
ALA,1729,3783
ALA,1730,3817
ALA,1731,3851
ALA,1732,3886
ALA,1733,3920
ALA,1734,3956
ALA,1735,3991
ALA,1736,4027
ALA,1737,4063
ALA,1738,4100
ALA,1739,4136
ALA,1740,4174
ALA,1741,4211
ALA,1742,4249
ALA,1743,4287
ALA,1744,4325
ALA,1745,4364
ALA,1746,4403
ALA,1747,4443
ALA,1748,4483
ALA,1749,4523
ALA,1750,4564
ALA,1751,4605
ALA,1752,4646
ALA,1753,4688
ALA,1754,4730
ALA,1755,4772
ALA,1756,4815
ALA,1757,4858
ALA,1758,4902
ALA,1759,4946
ALA,1760,4990
ALA,1761,5035
ALA,1762,5080
ALA,1763,5126
ALA,1764,5172
ALA,1765,5219
ALA,1766,5265
ALA,1767,5313
ALA,1768,5360
ALA,1769,5409
ALA,1770,5457
ALA,1771,5506
ALA,1772,5556
ALA,1773,5605
ALA,1774,5656
ALA,1775,5706
ALA,1776,5758
ALA,1777,5809
ALA,1778,5862
ALA,1779,5914
ALA,1780,5967
ALA,1781,6021
ALA,1782,6075
ALA,1783,6129
ALA,1784,6185
ALA,1785,6240
ALA,1786,6296
ALA,1787,6353
ALA,1788,6410
ALA,1789,6467
ALA,1790,6525
ALA,1791,6584
ALA,1792,6643
ALA,1793,6703
ALA,1794,6763
ALA,1795,6823
ALA,1796,6885
ALA,1797,6947
ALA,1798,7009
ALA,1799,7072
ALA,1800,7135
ALA,1801,7199
ALA,1802,7264
ALA,1803,7329
ALA,1804,7395
ALA,1805,7461
ALA,1806,7528
ALA,1807,7596
ALA,1808,7664
ALA,1809,7733
ALA,1810,7802
ALA,1811,7873
ALA,1812,7943
ALA,1813,8015
ALA,1814,8086
ALA,1815,8159
ALA,1816,8232
ALA,1817,8306
ALA,1818,8381
ALA,1819,8456
ALA,1820,8532
ALA,1821,8620
ALA,1822,8708
ALA,1823,8797
ALA,1824,8888
ALA,1825,8979
ALA,1826,9071
ALA,1827,9164
ALA,1828,9258
ALA,1829,9353
ALA,1830,9449
ALA,1831,9546
ALA,1832,9644
ALA,1833,9743
ALA,1834,9842
ALA,1835,9943
ALA,1836,10045
ALA,1837,10148
ALA,1838,10253
ALA,1839,10358
ALA,1840,10464
ALA,1841,10571
ALA,1842,10680
ALA,1843,10789
ALA,1844,10900
ALA,1845,11012
ALA,1846,11125
ALA,1847,11239
ALA,1848,11354
ALA,1849,11471
ALA,1850,11588
ALA,1851,11707
ALA,1852,11827
ALA,1853,11949
ALA,1854,12071
ALA,1855,12195
ALA,1856,12320
ALA,1857,12447
ALA,1858,12574
ALA,1859,12703
ALA,1860,12834
ALA,1861,12965
ALA,1862,13098
ALA,1863,13233
ALA,1864,13368
ALA,1865,13505
ALA,1866,13644
ALA,1867,13784
ALA,1868,13925
ALA,1869,14068
ALA,1870,14213
ALA,1871,14358
ALA,1872,14506
ALA,1873,14654
ALA,1874,14805
ALA,1875,14957
ALA,1876,15110
ALA,1877,15265
ALA,1878,15422
ALA,1879,15580
ALA,1880,15740
ALA,1881,15901
ALA,1882,16064
ALA,1883,16229
ALA,1884,16395
ALA,1885,16564
ALA,1886,16734
ALA,1887,16905
ALA,1888,17079
ALA,1889,17254
ALA,1890,17431
ALA,1891,17610
ALA,1892,17790
ALA,1893,17973
ALA,1894,18157
ALA,1895,18343
ALA,1896,18532
ALA,1897,18722
ALA,1898,18914
ALA,1899,19108
ALA,1900,19304
ALA,1901,19502
ALA,1902,19702
ALA,1903,19904
ALA,1904,20108
ALA,1905,20314
ALA,1906,20523
ALA,1907,20733
ALA,1908,20946
ALA,1909,21161
ALA,1910,21378
ALA,1911,21281
ALA,1912,21183
ALA,1913,21087
ALA,1914,20991
ALA,1915,20895
ALA,1916,20800
ALA,1917,20705
ALA,1918,20611
ALA,1919,20517
ALA,1920,20423
ALA,1921,20350
ALA,1922,20277
ALA,1923,20205
ALA,1924,20133
ALA,1925,20061
ALA,1926,19989
ALA,1927,19918
ALA,1928,19847
ALA,1929,19776
ALA,1930,19705
ALA,1931,19849
ALA,1932,19995
ALA,1933,20141
ALA,1934,20288
ALA,1935,20437
ALA,1936,20587
ALA,1937,20737
ALA,1938,20889
ALA,1939,21042
ALA,1940,21196
ALA,1941,21245
ALA,1942,21294
ALA,1943,21343
ALA,1944,21392
ALA,1945,21442
ALA,1946,21491
ALA,1947,21541
ALA,1948,21590
ALA,1949,21640
ALA,1950,21690
ALA,1951,21618
ALA,1952,21546
ALA,1953,21475
ALA,1954,21404
ALA,1955,21333
ALA,1956,21262
ALA,1957,21191
ALA,1958,21121
ALA,1959,21051
ALA,1960,20981
ALA,1961,20949
ALA,1962,20918
ALA,1963,20886
ALA,1964,20854
ALA,1965,20823
ALA,1966,20791
ALA,1967,20760
ALA,1968,20729
ALA,1969,20697
ALA,1970,20666
ALA,1971,20869
ALA,1972,21073
ALA,1973,21280
ALA,1974,21488
ALA,1975,21699
ALA,1976,21911
ALA,1977,22126
ALA,1978,22343
ALA,1979,22562
ALA,1980,22783
ALA,1981,22959
ALA,1982,23136
ALA,1983,23315
ALA,1984,23495
ALA,1985,23676
ALA,1986,23859
ALA,1987,24043
ALA,1988,24229
ALA,1989,24416
ALA,1990,24604
ALA,1991,24719
ALA,1992,24834
ALA,1993,24950
ALA,1994,25066
ALA,1995,25183
ALA,1996,25301
ALA,1997,25419
ALA,1998,25537
ALA,1999,25656
ALA,2000,25776
ALA,2001,26008
ALA,2002,26257
ALA,2003,26347
ALA,2004,26530
ALA,2005,26766
ALA,2006,26923
ALA,2007,26923
ALA,2008,26923
ALA,2009,26923
ALA,2010,26923
ALB,1600,200000
ALB,1601,200813
ALB,1602,201628
ALB,1603,202448
ALB,1604,203270
ALB,1605,204096
ALB,1606,204925
ALB,1607,205758
ALB,1608,206594
ALB,1609,207433
ALB,1610,208276
ALB,1611,209122
ALB,1612,209972
ALB,1613,210825
ALB,1614,211681
ALB,1615,212541
ALB,1616,213405
ALB,1617,214272
ALB,1618,215143
ALB,1619,216017
ALB,1620,216894
ALB,1621,217776
ALB,1622,218660
ALB,1623,219549
ALB,1624,220441
ALB,1625,221336
ALB,1626,222236
ALB,1627,223139
ALB,1628,224045
ALB,1629,224955
ALB,1630,225869
ALB,1631,226787
ALB,1632,227708
ALB,1633,228634
ALB,1634,229563
ALB,1635,230495
ALB,1636,231432
ALB,1637,232372
ALB,1638,233316
ALB,1639,234264
ALB,1640,235216
ALB,1641,236171
ALB,1642,237131
ALB,1643,238094
ALB,1644,239062
ALB,1645,240033
ALB,1646,241008
ALB,1647,241987
ALB,1648,242971
ALB,1649,243958
ALB,1650,244949
ALB,1651,245944
ALB,1652,246943
ALB,1653,247947
ALB,1654,248954
ALB,1655,249966
ALB,1656,250981
ALB,1657,252001
ALB,1658,253025
ALB,1659,254053
ALB,1660,255085
ALB,1661,256121
ALB,1662,257162
ALB,1663,258207
ALB,1664,259256
ALB,1665,260309
ALB,1666,261367
ALB,1667,262429
ALB,1668,263495
ALB,1669,264565
ALB,1670,265640
ALB,1671,266720
ALB,1672,267803
ALB,1673,268891
ALB,1674,269984
ALB,1675,271081
ALB,1676,272182
ALB,1677,273288
ALB,1678,274398
ALB,1679,275513
ALB,1680,276632
ALB,1681,277756
ALB,1682,278885
ALB,1683,280018
ALB,1684,281156
ALB,1685,282298
ALB,1686,283445
ALB,1687,284596
ALB,1688,285753
ALB,1689,286914
ALB,1690,288079
ALB,1691,289250
ALB,1692,290425
ALB,1693,291605
ALB,1694,292790
ALB,1695,293979
ALB,1696,295174
ALB,1697,296373
ALB,1698,297577
ALB,1699,298786
ALB,1700,300000
ALB,1701,300942
ALB,1702,301887
ALB,1703,302834
ALB,1704,303785
ALB,1705,304739
ALB,1706,305696
ALB,1707,306655
ALB,1708,307618
ALB,1709,308584
ALB,1710,309553
ALB,1711,310525
ALB,1712,311499
ALB,1713,312477
ALB,1714,313458
ALB,1715,314443
ALB,1716,315430
ALB,1717,316420
ALB,1718,317413
ALB,1719,318410
ALB,1720,319410
ALB,1721,320412
ALB,1722,321418
ALB,1723,322427
ALB,1724,323440
ALB,1725,324455
ALB,1726,325474
ALB,1727,326496
ALB,1728,327521
ALB,1729,328549
ALB,1730,329580
ALB,1731,330615
ALB,1732,331653
ALB,1733,332694
ALB,1734,333739
ALB,1735,334787
ALB,1736,335838
ALB,1737,336892
ALB,1738,337950
ALB,1739,339011
ALB,1740,340075
ALB,1741,341143
ALB,1742,342214
ALB,1743,343288
ALB,1744,344366
ALB,1745,345447
ALB,1746,346531
ALB,1747,347619
ALB,1748,348711
ALB,1749,349806
ALB,1750,350904
ALB,1751,352005
ALB,1752,353111
ALB,1753,354219
ALB,1754,355331
ALB,1755,356447
ALB,1756,357566
ALB,1757,358688
ALB,1758,359815
ALB,1759,360944
ALB,1760,362077
ALB,1761,363214
ALB,1762,364354
ALB,1763,365498
ALB,1764,366646
ALB,1765,367797
ALB,1766,368952
ALB,1767,370110
ALB,1768,371272
ALB,1769,372437
ALB,1770,373607
ALB,1771,374780
ALB,1772,375956
ALB,1773,377137
ALB,1774,378321
ALB,1775,379508
ALB,1776,380700
ALB,1777,381895
ALB,1778,383094
ALB,1779,384297
ALB,1780,385503
ALB,1781,386714
ALB,1782,387928
ALB,1783,389146
ALB,1784,390367
ALB,1785,391593
ALB,1786,392822
ALB,1787,394055
ALB,1788,395293
ALB,1789,396534
ALB,1790,397779
ALB,1791,399027
ALB,1792,400280
ALB,1793,401537
ALB,1794,402797
ALB,1795,404062
ALB,1796,405331
ALB,1797,406603
ALB,1798,407880
ALB,1799,409160
ALB,1800,410445
ALB,1801,411733
ALB,1802,413026
ALB,1803,414323
ALB,1804,415623
ALB,1805,416928
ALB,1806,418237
ALB,1807,419550
ALB,1808,420868
ALB,1809,422189
ALB,1810,423514
ALB,1811,424844
ALB,1812,426178
ALB,1813,427516
ALB,1814,428858
ALB,1815,430204
ALB,1816,431555
ALB,1817,432910
ALB,1818,434269
ALB,1819,435632
ALB,1820,437000
ALB,1821,438966
ALB,1822,440941
ALB,1823,442925
ALB,1824,444918
ALB,1825,446920
ALB,1826,448931
ALB,1827,450950
ALB,1828,452979
ALB,1829,455017
ALB,1830,457065
ALB,1831,459121
ALB,1832,461187
ALB,1833,463262
ALB,1834,465346
ALB,1835,467440
ALB,1836,469543
ALB,1837,471656
ALB,1838,473778
ALB,1839,475909
ALB,1840,478051
ALB,1841,480201
ALB,1842,482362
ALB,1843,484532
ALB,1844,486712
ALB,1845,488902
ALB,1846,491102
ALB,1847,493311
ALB,1848,495531
ALB,1849,497760
ALB,1850,500000
ALB,1851,504705
ALB,1852,509454
ALB,1853,514247
ALB,1854,519086
ALB,1855,523970
ALB,1856,528901
ALB,1857,533877
ALB,1858,538901
ALB,1859,543972
ALB,1860,549090
ALB,1861,554257
ALB,1862,559472
ALB,1863,564736
ALB,1864,570050
ALB,1865,575414
ALB,1866,580828
ALB,1867,586294
ALB,1868,591810
ALB,1869,597379
ALB,1870,603000
ALB,1871,608623
ALB,1872,614298
ALB,1873,620026
ALB,1874,625808
ALB,1875,631644
ALB,1876,637534
ALB,1877,643479
ALB,1878,649479
ALB,1879,655535
ALB,1880,661648
ALB,1881,667818
ALB,1882,674045
ALB,1883,680330
ALB,1884,686674
ALB,1885,693077
ALB,1886,699540
ALB,1887,706063
ALB,1888,712647
ALB,1889,719293
ALB,1890,726000
ALB,1891,733081
ALB,1892,740231
ALB,1893,747451
ALB,1894,754741
ALB,1895,762102
ALB,1896,769535
ALB,1897,777041
ALB,1898,784620
ALB,1899,792273
ALB,1900,800000
ALB,1901,807109
ALB,1902,814281
ALB,1903,821517
ALB,1904,828817
ALB,1905,836182
ALB,1906,843612
ALB,1907,851109
ALB,1908,858672
ALB,1909,866302
ALB,1910,874000
ALB,1911,881928
ALB,1912,889928
ALB,1913,898000
ALB,1914,902780
ALB,1915,907586
ALB,1916,912417
ALB,1917,917274
ALB,1918,922156
ALB,1919,927065
ALB,1920,932000
ALB,1921,937000
ALB,1922,942000
ALB,1923,947000
ALB,1924,952000
ALB,1925,956000
ALB,1926,962000
ALB,1927,967000
ALB,1928,972000
ALB,1929,977000
ALB,1930,982000
ALB,1931,988000
ALB,1932,993000
ALB,1933,998000
ALB,1934,1003000
ALB,1935,1009000
ALB,1936,1014000
ALB,1937,1030000
ALB,1938,1040000
ALB,1939,1070000
ALB,1940,1088000
ALB,1941,1100000
ALB,1942,1117000
ALB,1943,1119000
ALB,1944,1122000
ALB,1945,1138000
ALB,1946,1154000
ALB,1947,1175000
ALB,1948,1192000
ALB,1949,1209000
ALB,1950,1263171
ALB,1951,1287499
ALB,1952,1316086
ALB,1953,1348097
ALB,1954,1382881
ALB,1955,1419969
ALB,1956,1459089
ALB,1957,1500152
ALB,1958,1543224
ALB,1959,1588478
ALB,1960,1636054
ALB,1961,1685901
ALB,1962,1737645
ALB,1963,1790533
ALB,1964,1843596
ALB,1965,1896125
ALB,1966,1947786
ALB,1967,1998695
ALB,1968,2049147
ALB,1969,2099657
ALB,1970,2150602
ALB,1971,2202040
ALB,1972,2253842
ALB,1973,2305999
ALB,1974,2358467
ALB,1975,2411229
ALB,1976,2464338
ALB,1977,2517869
ALB,1978,2571845
ALB,1979,2626290
ALB,1980,2681245
ALB,1981,2735329
ALB,1982,2788315
ALB,1983,2842620
ALB,1984,2901590
ALB,1985,2966799
ALB,1986,3041003
ALB,1987,3121336
ALB,1988,3197064
ALB,1989,3253659
ALB,1990,3281453
ALB,1991,3275438
ALB,1992,3240613
ALB,1993,3189623
ALB,1994,3140634
ALB,1995,3106727
ALB,1996,3092034
ALB,1997,3092471
ALB,1998,3102898
ALB,1999,3114851
ALB,2000,3121965
ALB,2001,3124093
ALB,2002,3123112
ALB,2003,3117045
ALB,2004,3103758
ALB,2005,3082172
ALB,2006,3050741
ALB,2007,3010849
ALB,2008,2968026
ALB,2009,2929886
ALB,2010,2901883
ALB,2011,2886010
ALB,2012,2880667
ALB,2013,2883281
ALB,2014,2889676
ALB,2015,2896679
ALB,2016,2903700
ALB,2017,2911428
ALB,2018,2919422
ALB,2019,2927414
ALB,2020,2935146
ALB,2021,2942198
ALB,2022,2948204
ALB,2023,2953080
ALB,2024,2956857
ALB,2025,2959545
ALB,2026,2961034
ALB,2027,2961191
ALB,2028,2959989
ALB,2029,2957427
ALB,2030,2953522
ALB,2031,2948268
ALB,2032,2941697
ALB,2033,2933915
ALB,2034,2925069
ALB,2035,2915289
ALB,2036,2904635
ALB,2037,2893163
ALB,2038,2880998
ALB,2039,2868282
ALB,2040,2855131
ALB,2041,2841625
ALB,2042,2827811
ALB,2043,2813729
ALB,2044,2799407
ALB,2045,2784869
ALB,2046,2770146
ALB,2047,2755277
ALB,2048,2740307
ALB,2049,2725283
ALB,2050,2710235
ALB,2051,2695182
ALB,2052,2680115
ALB,2053,2664982
ALB,2054,2649716
ALB,2055,2634257
ALB,2056,2618592
ALB,2057,2602720
ALB,2058,2586606
ALB,2059,2570214
ALB,2060,2553515
ALB,2061,2536491
ALB,2062,2519142
ALB,2063,2501484
ALB,2064,2483546
ALB,2065,2465351
ALB,2066,2446901
ALB,2067,2428188
ALB,2068,2409212
ALB,2069,2389972
ALB,2070,2370465
ALB,2071,2350701
ALB,2072,2330682
ALB,2073,2310399
ALB,2074,2289836
ALB,2075,2268988
ALB,2076,2247867
ALB,2077,2226495
ALB,2078,2204882
ALB,2079,2183042
ALB,2080,2160996
ALB,2081,2138772
ALB,2082,2116409
ALB,2083,2093964
ALB,2084,2071498
ALB,2085,2049074
ALB,2086,2026730
ALB,2087,2004513
ALB,2088,1982513
ALB,2089,1960834
ALB,2090,1939561
ALB,2091,1918746
ALB,2092,1898415
ALB,2093,1878580
ALB,2094,1859242
ALB,2095,1840408
ALB,2096,1822090
ALB,2097,1804309
ALB,2098,1787098
ALB,2099,1770491
ALB,2100,1754540
AND,1800,2654
AND,1801,2654
AND,1802,2654
AND,1803,2654
AND,1804,2654
AND,1805,2654
AND,1806,2654
AND,1807,2654
AND,1808,2654
AND,1809,2654
AND,1810,2654
AND,1811,2654
AND,1812,2654
AND,1813,2654
AND,1814,2654
AND,1815,2654
AND,1816,2654
AND,1817,2654
AND,1818,2654
AND,1819,2654
AND,1820,2654
AND,1821,2671
AND,1822,2689
AND,1823,2706
AND,1824,2724
AND,1825,2742
AND,1826,2760
AND,1827,2778
AND,1828,2796
AND,1829,2814
AND,1830,2833
AND,1831,2851
AND,1832,2870
AND,1833,2889
AND,1834,2908
AND,1835,2927
AND,1836,2946
AND,1837,2965
AND,1838,2985
AND,1839,3004
AND,1840,3024
AND,1841,3044
AND,1842,3064
AND,1843,3084
AND,1844,3104
AND,1845,3124
AND,1846,3145
AND,1847,3165
AND,1848,3186
AND,1849,3207
AND,1850,3228
AND,1851,3249
AND,1852,3270
AND,1853,3291
AND,1854,3313
AND,1855,3335
AND,1856,3356
AND,1857,3378
AND,1858,3401
AND,1859,3423
AND,1860,3445
AND,1861,3468
AND,1862,3490
AND,1863,3513
AND,1864,3536
AND,1865,3559
AND,1866,3583
AND,1867,3606
AND,1868,3630
AND,1869,3654
AND,1870,3677
AND,1871,3702
AND,1872,3726
AND,1873,3750
AND,1874,3775
AND,1875,3799
AND,1876,3824
AND,1877,3849
AND,1878,3874
AND,1879,3900
AND,1880,3925
AND,1881,3951
AND,1882,3977
AND,1883,4003
AND,1884,4029
AND,1885,4055
AND,1886,4082
AND,1887,4109
AND,1888,4136
AND,1889,4163
AND,1890,4190
AND,1891,4217
AND,1892,4245
AND,1893,4273
AND,1894,4301
AND,1895,4329
AND,1896,4357
AND,1897,4386
AND,1898,4414
AND,1899,4443
AND,1900,4472
AND,1901,4502
AND,1902,4531
AND,1903,4561
AND,1904,4591
AND,1905,4621
AND,1906,4651
AND,1907,4681
AND,1908,4712
AND,1909,4743
AND,1910,4774
AND,1911,4805
AND,1912,4836
AND,1913,4868
AND,1914,4900
AND,1915,4932
AND,1916,4964
AND,1917,4997
AND,1918,5030
AND,1919,5062
AND,1920,5096
AND,1921,5129
AND,1922,5162
AND,1923,5196
AND,1924,5230
AND,1925,5265
AND,1926,5299
AND,1927,5334
AND,1928,5369
AND,1929,5404
AND,1930,5439
AND,1931,5475
AND,1932,5510
AND,1933,5547
AND,1934,5583
AND,1935,5619
AND,1936,5656
AND,1937,5693
AND,1938,5730
AND,1939,5768
AND,1940,5806
AND,1941,5844
AND,1942,5882
AND,1943,5920
AND,1944,5959
AND,1945,5998
AND,1946,6037
AND,1947,6077
AND,1948,6117
AND,1949,6157
AND,1950,6197
AND,1951,6692
AND,1952,7247
AND,1953,7856
AND,1954,8514
AND,1955,9217
AND,1956,9964
AND,1957,10754
AND,1958,11585
AND,1959,12460
AND,1960,13377
AND,1961,14337
AND,1962,15337
AND,1963,16373
AND,1964,17438
AND,1965,18529
AND,1966,19640
AND,1967,20772
AND,1968,21931
AND,1969,23127
AND,1970,24364
AND,1971,25656
AND,1972,26997
AND,1973,28357
AND,1974,29688
AND,1975,30967
AND,1976,32156
AND,1977,33279
AND,1978,34432
AND,1979,35753
AND,1980,37328
AND,1981,39226
AND,1982,41390
AND,1983,43636
AND,1984,45702
AND,1985,47414
AND,1986,48653
AND,1987,49504
AND,1988,50236
AND,1989,51241
AND,1990,52773
AND,1991,54996
AND,1992,57767
AND,1993,60670
AND,1994,63111
AND,1995,64699
AND,1996,65227
AND,1997,64905
AND,1998,64246
AND,1999,63985
AND,2000,64634
AND,2001,66390
AND,2002,69043
AND,2003,72203
AND,2004,75292
AND,2005,77888
AND,2006,79874
AND,2007,81390
AND,2008,82577
AND,2009,83677
AND,2010,84864
AND,2011,86165
AND,2012,87518
AND,2013,88909
AND,2014,90302
AND,2015,91672
AND,2016,93024
AND,2017,94375
AND,2018,95723
AND,2019,97069
AND,2020,98411
AND,2021,99750
AND,2022,101086
AND,2023,102421
AND,2024,103755
AND,2025,105092
AND,2026,106430
AND,2027,107770
AND,2028,109110
AND,2029,110446
AND,2030,111780
AND,2031,113109
AND,2032,114434
AND,2033,115752
AND,2034,117061
AND,2035,118360
AND,2036,119647
AND,2037,120922
AND,2038,122186
AND,2039,123440
AND,2040,124684
AND,2041,125917
AND,2042,127137
AND,2043,128347
AND,2044,129554
AND,2045,130758
AND,2046,131960
AND,2047,133158
AND,2048,134341
AND,2049,135497
AND,2050,136617
AND,2051,137698
AND,2052,138740
AND,2053,139746
AND,2054,140719
AND,2055,141663
AND,2056,142578
AND,2057,143461
AND,2058,144316
AND,2059,145142
AND,2060,145941
AND,2061,146714
AND,2062,147460
AND,2063,148184
AND,2064,148886
AND,2065,149569
AND,2066,150233
AND,2067,150880
AND,2068,151509
AND,2069,152122
AND,2070,152720
AND,2071,153302
AND,2072,153871
AND,2073,154425
AND,2074,154966
AND,2075,155493
AND,2076,156007
AND,2077,156508
AND,2078,156993
AND,2079,157463
AND,2080,157918
AND,2081,158355
AND,2082,158776
AND,2083,159177
AND,2084,159557
AND,2085,159914
AND,2086,160247
AND,2087,160556
AND,2088,160840
AND,2089,161097
AND,2090,161328
AND,2091,161531
AND,2092,161708
AND,2093,161855
AND,2094,161973
AND,2095,162060
AND,2096,162117
AND,2097,162144
AND,2098,162139
AND,2099,162104
AND,2100,162037
ANT,1800,42536
ANT,1801,42536
ANT,1802,42536
ANT,1803,42536
ANT,1804,42536
ANT,1805,42536
ANT,1806,42536
ANT,1807,42536
ANT,1808,42536
ANT,1809,42536
ANT,1810,42536
ANT,1811,42536
ANT,1812,42536
ANT,1813,42536
ANT,1814,42536
ANT,1815,42536
ANT,1816,42536
ANT,1817,42536
ANT,1818,42536
ANT,1819,42536
ANT,1820,42536
ANT,1821,42853
ANT,1822,43173
ANT,1823,43494
ANT,1824,43819
ANT,1825,44145
ANT,1826,44474
ANT,1827,44806
ANT,1828,45140
ANT,1829,45476
ANT,1830,45815
ANT,1831,46157
ANT,1832,46501
ANT,1833,46848
ANT,1834,47197
ANT,1835,47549
ANT,1836,47903
ANT,1837,48260
ANT,1838,48620
ANT,1839,48982
ANT,1840,49347
ANT,1841,49715
ANT,1842,50086
ANT,1843,50459
ANT,1844,50835
ANT,1845,51214
ANT,1846,51596
ANT,1847,51981
ANT,1848,52368
ANT,1849,52759
ANT,1850,53152
ANT,1851,53548
ANT,1852,53947
ANT,1853,54349
ANT,1854,54755
ANT,1855,55163
ANT,1856,55574
ANT,1857,55988
ANT,1858,56405
ANT,1859,56826
ANT,1860,57250
ANT,1861,57676
ANT,1862,58106
ANT,1863,58539
ANT,1864,58976
ANT,1865,59415
ANT,1866,59858
ANT,1867,60305
ANT,1868,60754
ANT,1869,61207
ANT,1870,61663
ANT,1871,62123
ANT,1872,62586
ANT,1873,63052
ANT,1874,63523
ANT,1875,63996
ANT,1876,64473
ANT,1877,64954
ANT,1878,65438
ANT,1879,65926
ANT,1880,66417
ANT,1881,66912
ANT,1882,67411
ANT,1883,67913
ANT,1884,68420
ANT,1885,68930
ANT,1886,69444
ANT,1887,69961
ANT,1888,70483
ANT,1889,71008
ANT,1890,71538
ANT,1891,72071
ANT,1892,72608
ANT,1893,73149
ANT,1894,73695
ANT,1895,74244
ANT,1896,74797
ANT,1897,75355
ANT,1898,75917
